12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
12321,1,0,1
